tweet_id,text,created_at,author_id,retweet_count,reply_count,like_count,quote_count,sentiment,sentiment_score,primary_topic,topics,games,companies,platforms,people,content_type,summary,analyzed_at
2001656450289127501,@SkyMeaty_Gaming Unfortunately yur DMs seems to be closed rn so can i get a follow back?,2025-12-18 14:11:01+00:00,769089846023421952,0,0,0,0,neutral,0.6,social media,"['follow request', 'direct messages', 'social networking']",[],[],[],['SkyMeaty_Gaming'],question,User requests a follow back from a gaming account because their DMs are closed.,2026-01-10 11:36:54.043998
2001656440348426702,"🔥 #Crypto wallets are becoming the backbone of gaming 🎮

They’re no longer just for storage. Wallets are turning into core #Web3 infrastructure, enabling real ownership of in-game assets 👉 https://t.co/6siGYZXZPq",2025-12-18 14:10:59+00:00,1950198735797116928,0,0,1,0,positive,0.8,crypto wallets,"['crypto wallets', 'web3 gaming', 'digital asset ownership']",[],[],['Web3'],[],news,Tweet discusses how crypto wallets are evolving beyond storage to become essential Web3 gaming infrastructure for true asset ownership.,2026-01-10 11:36:58.172391
2001656439069372717,@Lexar_Gaming @Kurifuraa try too!,2025-12-18 14:10:58+00:00,1821831251889942531,0,0,0,0,positive,0.6,gaming encouragement,"['gaming', 'encouragement', 'social']",[],['Lexar'],[],['Kurifuraa'],discussion,User encouraging someone to try something gaming-related while tagging Lexar Gaming and another user.,2026-01-10 11:37:02.314731
2001656434413404386,"AI-powered copy trading.
LEGAS helps you mirror top crypto traders with automated precision.

 @roifranek @ShadowD_Gaming @viafurniture

Ad Reference: cd51256c-f33f-463b-80d4-6785848d2eea https://t.co/8H2AVb0TbY",2025-12-18 14:10:57+00:00,2212166225,0,0,0,0,positive,0.7,crypto trading,"['AI trading', 'cryptocurrency', 'automated trading', 'copy trading']",[],['LEGAS'],['Twitter'],"['roifranek', 'ShadowD_Gaming', 'viafurniture']",other,Advertisement for LEGAS AI-powered crypto copy trading platform that helps users mirror successful traders automatically.,2026-01-10 11:37:06.342784
2001656425274364146,"@oneplus Ans: Jonathan Gaming 

@OnePlus_IN
  
#OnePlus15R #RiseAsOne #OnePlusPadGo2",2025-12-18 14:10:55+00:00,1653415765242945536,0,0,0,0,positive,0.7,OnePlus promotion,"['OnePlus devices', 'gaming endorsement', 'product launch']",[],['OnePlus'],[],['Jonathan Gaming'],excitement,Gaming influencer Jonathan Gaming promotes OnePlus devices including OnePlus 15R and OnePlus Pad Go 2.,2026-01-10 11:37:10.411981
2001656410430455833,"Embark on an epic journey in 15th Century Bohemia as Henry seeks vengeance. Shape your destiny!

https://t.co/nF0c4r17EO

Price: $30 (50% off)

#amazon #gaming #xboxseriesx #kingdomcome #ad https://t.co/aB1jglQpy8",2025-12-18 14:10:51+00:00,1636811583371243520,0,0,0,0,positive,0.8,game promotion,"['game sale', 'medieval RPG', 'Xbox gaming']",['Kingdom Come'],['Amazon'],['Xbox Series X'],['Henry'],excitement,Promotional tweet advertising Kingdom Come game set in 15th Century Bohemia at 50% off on Amazon for Xbox Series X.,2026-01-10 11:37:14.997952
2001656386632192138,"@2_Old_4_Gaming The PS5 didn't even outsell the Switch 1 in November 2020, the month the PS5 released.
Old consoles outselling new ones isn't anything new...",2025-12-18 14:10:46+00:00,1099462610,0,0,0,0,neutral,0.4,console sales,"['console sales', 'PlayStation 5', 'Nintendo Switch', 'gaming industry']",[],"['Sony', 'Nintendo']","['PS5', 'Switch']",['2_Old_4_Gaming'],discussion,"User discusses how PS5 didn't outsell Nintendo Switch in its launch month, noting that older consoles outselling newer ones is common.",2026-01-10 11:37:19.585857
2001656384824471593,"@FeilianBeringal @Noel_Ssi @2oe_9 @shiraitoart983 ???
Bruh the only units that are cons reliant there is XQ, XL, Chev, Iansan, Gaming and Razor.

XQ and XL are day 1 characters that are given out multiple times for free and in the shop and the lantern rite selector alongwith Gaming.",2025-12-18 14:10:45+00:00,1309773461900808192,0,0,0,0,neutral,0.6,character accessibility,"['character constellations', 'free characters', 'game balance']",['Genshin Impact'],[],[],"['FeilianBeringal', 'Noel_Ssi', '2oe_9', 'shiraitoart983']",discussion,"Player defending the accessibility of constellation-dependent characters by pointing out that key units like XQ, XL, and Gaming are given out for free multiple times.",2026-01-10 11:37:24.394616
2001656378650251573,@tezukaTez amazing insight on sei gaming staying power,2025-12-18 14:10:44+00:00,1541087415586041856,0,0,0,0,positive,0.8,sei gaming,"['sei gaming', 'gaming insights', 'staying power']",[],[],['sei'],['tezukaTez'],discussion,User praising tezukaTez's analysis about sei gaming's long-term viability and staying power.,2026-01-10 11:37:28.420796
2001656372140945740,@SkyMeaty_Gaming Hey? Here's my mascot logos portfolio as well https://t.co/zrYCiAqIy0,2025-12-18 14:10:42+00:00,769089846023421952,0,0,0,0,neutral,0.6,portfolio sharing,"['portfolio', 'mascot logos', 'self promotion']",[],[],[],['SkyMeaty_Gaming'],other,User sharing their mascot logo portfolio with another gaming account.,2026-01-10 11:37:32.495383
2001656369376866323,"AI-powered copy trading.
LEGAS helps you mirror top crypto traders with automated precision.

 @LeonelA47402897 @useobwaas @Mellow_Gaming_

Ad Reference: 3753e70c-d187-4eca-8d17-7174c837b290 https://t.co/iB8RkgKw6O",2025-12-18 14:10:42+00:00,2855514335,0,0,0,0,positive,0.7,crypto trading,"['AI trading', 'cryptocurrency', 'automated trading']",[],"['LEGAS', 'useobwaas', 'Mellow_Gaming_']",['Twitter'],['LeonelA47402897'],news,LEGAS promotes their AI-powered copy trading service that helps users automatically mirror successful crypto traders.,2026-01-10 11:37:36.543640
2001656366352732648,@MahirAlphaHub @SIXR_cricket Good gaming there,2025-12-18 14:10:41+00:00,1512270807468281858,0,0,0,0,positive,0.7,gaming compliment,"['gaming', 'cricket', 'compliment']",['cricket game'],[],[],['MahirAlphaHub'],discussion,A positive comment complimenting someone's cricket gaming performance.,2026-01-10 11:37:40.597830
2001656365727801785,@tezukaTez do you think sei gaming will influence mainstream esports trends in the next year,2025-12-18 14:10:41+00:00,253324990,0,0,0,0,neutral,0.5,esports trends,"['sei gaming', 'esports trends', 'mainstream gaming']",['sei gaming'],[],[],['tezukaTez'],question,User asks about sei gaming's potential influence on mainstream esports trends in the coming year.,2026-01-10 11:37:44.663942
2001656363395793136,"AI-powered copy trading.
LEGAS helps you mirror top crypto traders with automated precision.

 @SmashlyB_Gaming @alokin60 @omeruulas

Ad Reference: fc1f8d25-2f2b-4e43-af29-7837359def6a https://t.co/gPBoinB1Ys",2025-12-18 14:10:40+00:00,1374394279041200128,0,0,0,0,positive,0.7,crypto trading,"['AI trading', 'copy trading', 'cryptocurrency', 'automation']",[],['LEGAS'],['Twitter'],"['SmashlyB_Gaming', 'alokin60', 'omeruulas']",other,Advertisement for LEGAS AI-powered copy trading service that helps users automatically mirror top cryptocurrency traders.,2026-01-10 11:37:48.881780
2001656345880146330,@DJK1NG_Gaming souls combat is lowk terrible 🤣🤣🤣🤣,2025-12-18 14:10:36+00:00,1240623823617228801,0,0,0,0,negative,0.2,souls combat,"['combat mechanics', 'game criticism', 'souls games']",['souls games'],[],[],['DJK1NG_Gaming'],complaint,User criticizes the combat system in souls games as being terrible while using laughing emojis.,2026-01-10 11:37:52.885761
2001656335876641086,"@RealTalkRJ @SeanFraserMP If your cabinet record was defensible, you’d call an election. Backroom math isn’t democracy, it’s evasion.

This isn’t “parliamentary democracy.” It’s procedural gaming with a straight face.

A minority government flipping MPs to dodge voters isn’t leadership, it’s fear of",2025-12-18 14:10:34+00:00,1467871362207268872,0,0,0,0,negative,0.2,political criticism,"['politics', 'government', 'democracy']",[],[],[],"['RealTalkRJ', 'SeanFraserMP']",complaint,User criticizes government cabinet for avoiding election and engaging in procedural tactics rather than facing voters directly.,2026-01-10 11:37:56.871692
2001656302154707211,@jujubee_gaming Im still on page one 🙈,2025-12-18 14:10:26+00:00,46520200,0,0,0,0,neutral,0.4,game progress,"['game progress', 'gaming difficulty', 'early gameplay']",[],['jujubee_gaming'],[],[],discussion,Player mentions they are still on the first page/level of a game.,2026-01-10 11:38:00.674018
2001656285692121205,"Ever get lost in augmented reality games? I once ended up trying to catch a virtual Pikachu in my neighbor's yard. Spoiler: they're not happy with my ""unexpected visit""! AR gaming is fun until you realize your real-life coordination needs some work!",2025-12-18 14:10:22+00:00,1773692418891649025,0,0,0,0,positive,0.7,AR gaming,"['augmented reality', 'gaming experience', 'real world interaction']",['Pokemon GO'],[],[],['Pikachu'],discussion,Player shares a humorous story about getting too immersed in AR gaming and accidentally trespassing while catching Pokemon.,2026-01-10 11:38:05.144174
2001656280268849276,"@NVIDIAGeForce backing out if graphics cards for consumers is this biggest slap in the face, ever. They were literally BUILT on the premise of gaming. I hate AI and I hope the community bands together on this",2025-12-18 14:10:20+00:00,71903057,0,0,0,0,negative,0.1,graphics cards,"['graphics cards', 'AI', 'consumer gaming']",[],['NVIDIA'],[],[],complaint,"User expresses anger at NVIDIA for allegedly abandoning consumer graphics cards in favor of AI, calling it a betrayal of their gaming roots.",2026-01-10 11:38:10.084753
2001656278444089486,"@Mardaochee Based on your tweets—furry enthusiasm, shitposts, gaming pride (esp. defending Clair Obscur), and anti-LFI jabs—here's my take:

- Dictator: Caligula (eccentric flair)
- Politician: Jordan Bardella (French nationalist vibe)
- Religious figure: Dionysus (party-loving chaos)
-",2025-12-18 14:10:20+00:00,1720665183188922368,0,1,0,0,neutral,0.5,personality analysis,"['personality analysis', 'political commentary', 'gaming discussion']",['Clair Obscur'],[],[],"['Mardaochee', 'Jordan Bardella', 'Caligula', 'Dionysus']",discussion,"A user provides a personality analysis of another gamer based on their social media activity, comparing them to historical and political figures.",2026-01-10 11:38:14.914018
2001656252393517472,"@2_Old_4_Gaming Ridge racer
WRC 3
Minecraft
Need for speed most wanted",2025-12-18 14:10:14+00:00,1061591887109373954,0,1,0,0,neutral,0.5,game list,"['racing games', 'gaming recommendations', 'game collection']","['Ridge Racer', 'WRC 3', 'Minecraft', 'Need for Speed Most Wanted']",[],[],['2_Old_4_Gaming'],discussion,User shares a list of four games including racing titles and Minecraft in response to another user.,2026-01-10 11:38:19.799111
2001656242713047400,"Holographic displays are the future, blending the digital and physical worlds in mind-blowing ways! Imagine gaming, presentations, and even art coming to life right before your eyes. We're just scratching the surface of what's possible. Can't wait to see where this tech goes!",2025-12-18 14:10:11+00:00,1773692517738844160,0,0,0,0,positive,0.9,holographic displays,"['holographic technology', 'gaming innovation', 'future tech']",[],[],[],[],excitement,"An enthusiastic tweet about the potential of holographic display technology for gaming, presentations, and art applications.",2026-01-10 11:38:23.723733
2001656240469131753,@YOM_Official Award-Winning Gaming DePIN  Idle GPUs → global cloud → AAA gaming on any device No consoles. No installs. Just play.,2025-12-18 14:10:11+00:00,2000901604548206597,0,0,0,0,positive,0.8,cloud gaming,"['cloud gaming', 'GPU technology', 'decentralized infrastructure']",[],['YOM_Official'],['DePIN'],[],excitement,YOM promotes their award-winning cloud gaming platform that uses idle GPUs to enable AAA gaming on any device without consoles or installations.,2026-01-10 11:38:27.879878
2001656236815847571,"@SkyMeaty_Gaming Yu got me, Come to DMs",2025-12-18 14:10:10+00:00,769089846023421952,0,0,0,0,neutral,0.6,direct communication,"['private messaging', 'gaming interaction', 'social engagement']",[],[],[],['SkyMeaty_Gaming'],discussion,A gamer acknowledging another user and requesting to continue conversation in direct messages.,2026-01-10 11:38:32.064550
2001656228724740383,"@wmoriarty91 @DiRRec_Gaming_ A remake of a mainline game.  It doesn't stop it being a mainline game because they remade it.  I'd argue it enforces it but you believe what you want to believe.

I don't care in all honesty as I have access to them all on PC and don't have to choose😉",2025-12-18 14:10:08+00:00,859893903062962176,0,0,0,0,neutral,0.6,game remakes,"['remakes', 'mainline games', 'platform access']",[],[],['PC'],"['wmoriarty91', 'DiRRec_Gaming_']",discussion,User argues that remakes of mainline games are still mainline games and mentions having PC access to all games.,2026-01-10 11:38:36.686529
2001656211448725835,"@Grotwurks @Swurv__ I don't hate it per se, but I did feel bitter about it only being available on Xbox once they bought Bethesda, as I only have a PS5 and my gaming laptop is too old.

Gaming exclusivity has always sucked, though.  That's nothing new.",2025-12-18 14:10:04+00:00,1522371933546991616,0,1,1,0,negative,0.3,gaming exclusivity,"['exclusivity', 'console wars', 'Bethesda acquisition']",[],"['Xbox', 'Bethesda']","['Xbox', 'PS5']","['Grotwurks', 'Swurv__']",complaint,"User expresses frustration about Xbox exclusivity after Bethesda acquisition, criticizing gaming exclusivity in general while being limited to PS5 and an old laptop.",2026-01-10 11:38:41.141565
2001656202917540138,"Tamper-proof match records are necessary for fair competitive gaming. Centralized logs are susceptible to loss or editing. Esports and multiplayer games are now more transparent and reliable thanks to DataHaven's verifiable, cryptographically secure match storage. @DataHaven_xyz",2025-12-18 14:10:02+00:00,1627605670785847297,0,0,0,0,positive,0.8,match security,"['blockchain gaming', 'esports integrity', 'data security']",[],['DataHaven'],[],[],news,DataHaven promotes their cryptographically secure match storage solution for improving transparency and reliability in competitive gaming and esports.,2026-01-10 11:38:45.176436
2001656180494753855,"@DJK1NG_Gaming you stupid asf man its not like hes holding a parry key he needs to time each button within like 0.5 seconds of each swing. Just tell me ur bad and never played a from game ,✌️",2025-12-18 14:09:57+00:00,1478872172160446464,0,0,0,0,negative,0.2,game difficulty,"['combat mechanics', 'parrying', 'FromSoftware games']",['FromSoftware games'],['FromSoftware'],[],['DJK1NG_Gaming'],complaint,User aggressively defends the difficulty of timing-based parrying mechanics in FromSoftware games while insulting another player's skill level.,2026-01-10 11:38:49.796118
2001656174765314157,"GM legends! ☕  

Thursday energy – pushing through the week like a boss fight.  
What’s one thing getting you hyped today? Nodes, games, or holiday vibes?  

Drop it below 👇  

Decentralized gaming incoming 🚀  
@YOM_Official
#YOM #DePIN #CloudGaming",2025-12-18 14:09:55+00:00,1686046872660787200,0,0,0,0,positive,0.85,decentralized gaming,"['decentralized gaming', 'community engagement', 'cloud gaming', 'blockchain gaming']",[],['YOM_Official'],"['YOM', 'DePIN']",[],discussion,"Community engagement post asking followers about their excitement for nodes, games, or holidays while promoting decentralized gaming through YOM platform.",2026-01-10 11:38:54.371631
2001656167119069236,"@TheTrueVanguard Old enough to have coded games from computer magazine into a C-64 with a high school buddy.  
Now my son builds expensive gaming systems for himself.",2025-12-18 14:09:53+00:00,275295892,0,0,0,0,positive,0.7,gaming nostalgia,"['retro gaming', 'generational gaming', 'gaming evolution']",[],[],['C-64'],['@TheTrueVanguard'],discussion,User shares nostalgic memories of coding games on Commodore 64 and mentions how their son now builds modern gaming systems.,2026-01-10 11:38:59.128067
2001656155698090005,"Crypto gaming is leveling up investment trends! With more players jumping into innovative platforms, we're seeing huge growth potential. Who knows? The next big gaming breakthrough could reshape the industry. Exciting times ahead for gamers and investors alike!",2025-12-18 14:09:51+00:00,1773692507349458944,0,0,0,0,positive,0.85,crypto gaming,"['crypto gaming', 'investment trends', 'industry growth', 'innovation']",[],[],[],[],excitement,Tweet expresses enthusiasm about crypto gaming's growth potential and investment opportunities in the gaming industry.,2026-01-10 11:39:02.651849
2001656130074968152,@DramaAlert Flagship Smartphones still weaker than Entry Level Gaming PC 😭,2025-12-18 14:09:45+00:00,1750770867305652224,0,0,0,0,negative,0.3,hardware comparison,"['mobile gaming', 'PC gaming', 'hardware performance']",[],['DramaAlert'],"['PC', 'smartphone']",[],complaint,User complains that flagship smartphones are still less powerful than entry-level gaming PCs.,2026-01-10 11:39:06.696006
2001656120679535034,@nuhre_ We fucking can’t have anything these days. I recently caught someone here saying BLOOD should be removed from gaming entirely,2025-12-18 14:09:42+00:00,1773678475230003200,0,0,0,0,negative,0.2,gaming censorship,"['censorship', 'gaming content', 'violence removal']",[],[],[],['nuhre_'],complaint,User expresses frustration about someone wanting to remove blood from gaming entirely.,2026-01-10 11:39:10.426853
2001656106553065737,@betfury_gaming Anthony joshua. Username: User9394322,2025-12-18 14:09:39+00:00,1374860386281922566,0,0,0,0,neutral,0.5,user identification,"['gaming platform', 'user account', 'boxer reference']",[],['betfury'],['betfury'],['Anthony Joshua'],other,User mentions boxer Anthony Joshua and provides their username for BetFury gaming platform.,2026-01-10 11:39:14.432373
2001656105923924236,"@BetMode_io @imblackbrownish BFwLH1mVisukhxWGqwdUqfstTVWSuqbRX6sVXwrbwAaN 

Growing up as the only child, my parents were not always around. I had to find something that would keep me company and that’s when I started gaming. Whichever way I felt I played games. It became more than a hobby it is a part of me",2025-12-18 14:09:39+00:00,1941607326634463232,0,0,0,0,positive,0.7,gaming childhood,"['personal story', 'gaming companionship', 'childhood experiences']",[],['BetMode_io'],[],['imblackbrownish'],discussion,User shares how gaming became a companion during their childhood as an only child with absent parents.,2026-01-10 11:39:18.734647
2001656103638081977,"Forget Mac Mini, Amazon’s 4.5-Star Gaming Mini PC Just Hit All-Time Low and Extra Coupon Makes It Even Cheaper",2025-12-18 14:09:38+00:00,127523576,0,0,0,0,positive,0.8,gaming PC deal,"['gaming PC', 'discount', 'product recommendation']",[],"['Amazon', 'Apple']",['Mac Mini'],[],news,Amazon's highly-rated gaming mini PC has reached its lowest price with additional coupon savings available.,2026-01-10 11:39:23.138169
